Student_ID,Student_Name,Age,Education_Level,Course,Semester,Registered_Subjects,Learning_Goal
S05240,Allen Martinez,25,Postgraduate,MBA,Semester 4,Strategic Management; Financial Management; Marketing Management; Human Resource Management; Operations Management,Grade Improvement
S05241,Cristian Lambert,14,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Competitive Exam Prep
S05242,Christina Powell,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Concept Mastery
S05243,Tamara Gonzales,20,Undergraduate,BTech Artificial Intelligence,Semester 6,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Research Preparation
S05244,Jeffrey Long,29,Postgraduate,LLM,Semester 4,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,Skill Building
S05245,Angela Richards,23,Undergraduate,BTech Computer Science,Semester 3,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Skill Building
S05246,Sandra Lyons,15,Diploma,Diploma in Electronics Engineering,Semester 4,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Career Growth
S05247,Andrew Whitney,21,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Exam Preparation
S05248,Jeffery Collins,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Exam Preparation
S05249,Kevin Fischer,21,Undergraduate,BCom,Semester 5,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,College Admission Prep
S05250,Amber Chapman,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Career Growth
S05251,Becky King,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Concept Mastery
S05252,Matthew Richards,26,Postgraduate,MTech Computer Science,Semester 4,Advanced Algorithms; Distributed Systems; Cloud Computing; Advanced DBMS; Advanced Operating Systems,Skill Building
S05253,Teresa Jones,25,Postgraduate,MTech Artificial Intelligence,Semester 2,Deep Learning; Reinforcement Learning; Advanced Natural Language Processing; Advanced Computer Vision; Advanced Machine Learning,Competitive Exam Prep
S05254,Nicole Hodge,17,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Exam Preparation
S05255,Debra Smith,20,Undergraduate,BBA,Semester 4,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Exam Preparation
S05256,Zachary Jones,21,Undergraduate,BBA,Semester 3,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Research Preparation
S05257,Amanda Bishop,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Career Growth
S05258,Rhonda Evans,22,Undergraduate,BTech Civil Engineering,Semester 6,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Revision & Practice
S05259,Samantha Noble,20,Undergraduate,BCom,Semester 5,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Grade Improvement
S05260,Larry Fritz,23,Undergraduate,BTech Electronics,Semester 3,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Certification Prep
S05261,Maria Gonzalez,20,Undergraduate,BTech Civil Engineering,Semester 8,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Career Growth
S05262,Melinda Cervantes,18,Undergraduate,BTech Computer Science,Semester 7,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,College Admission Prep
S05263,Justin Carter,22,Undergraduate,BSc Science,Semester 6,Physics; Chemistry; Mathematics; Botany; Zoology,Skill Building
S05264,James Garcia,18,Diploma,Diploma in Mechanical Engineering,Semester 4,Engineering Mechanics; Thermodynamics; Machine Design; Manufacturing Processes; Strength of Materials; Fluid Mechanics,Exam Preparation
S05265,Dustin Williams,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,College Admission Prep
S05266,Derek Hall,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Skill Building
S05267,Frank White,18,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Research Preparation
S05268,Tracy Santiago,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,College Admission Prep
S05269,Lauren Barr,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Certification Prep
S05270,Jill Smith DDS,27,Postgraduate,MTech Artificial Intelligence,Semester 4,Deep Learning; Reinforcement Learning; Advanced Natural Language Processing; Advanced Computer Vision; Advanced Machine Learning,Concept Mastery
S05271,Carmen Jordan,22,Undergraduate,BTech Computer Science,Semester 5,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Research Preparation
S05272,Mary Johnson DDS,20,Undergraduate,BTech Mechanical Engineering,Semester 7,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,College Admission Prep
S05273,Sally Fernandez,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Concept Mastery
S05274,Brandon Brown,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,College Admission Prep
S05275,Maurice Johnson,22,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Skill Building
S05276,Lori Davis,19,Diploma,Diploma in Civil Engineering,Semester 3,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Revision & Practice
S05277,Taylor Acevedo,23,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Grade Improvement
S05278,Cynthia Cohen,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Certification Prep
S05279,Laura Larson,16,Diploma,Diploma in Mechanical Engineering,Semester 6,Engineering Mechanics; Thermodynamics; Machine Design; Manufacturing Processes; Strength of Materials; Fluid Mechanics,Exam Preparation
S05280,Penny West,19,Undergraduate,BCom,Semester 3,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Career Growth
S05281,Brian Daugherty,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Grade Improvement
S05282,Monica Medina,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Career Growth
S05283,Tracey Reilly,22,Undergraduate,BTech Artificial Intelligence,Semester 8,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Competitive Exam Prep
S05284,Robin York,17,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,College Admission Prep
S05285,Tanya Shannon,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Exam Preparation
S05286,Charles Chang,17,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Research Preparation
S05287,Spencer Kelly,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,College Admission Prep
S05288,Tammy Duncan,24,Undergraduate,MBBS,Year 3,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Revision & Practice
S05289,Jonathon Kim,17,Diploma,Diploma in Civil Engineering,Semester 2,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Career Growth
S05290,Christopher Cain,23,Undergraduate,BTech Electronics,Semester 2,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Revision & Practice
S05291,Anthony Wells,14,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,College Admission Prep
S05292,Brandon Kirby,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Exam Preparation
S05293,Jamie Miller,14,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,College Admission Prep
S05294,Anna Wong,20,Undergraduate,BBA,Semester 1,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Competitive Exam Prep
S05295,Christopher Macdonald,17,Diploma,Diploma in Electronics Engineering,Semester 4,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Certification Prep
S05296,Leslie Moody,29,Postgraduate,LLM,Semester 1,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,Research Preparation
S05297,Jessica Mckee,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Certification Prep
S05298,Nicholas Myers,21,Undergraduate,BTech Electronics,Semester 2,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Research Preparation
S05299,Meagan Charles,17,Diploma,Diploma in Mechanical Engineering,Semester 5,Engineering Mechanics; Thermodynamics; Machine Design; Manufacturing Processes; Strength of Materials; Fluid Mechanics,Revision & Practice
S05300,Amber Williams,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Concept Mastery
S05301,Micheal Green,17,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Research Preparation
S05302,Rachel Henderson,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Skill Building
S05303,Andrew Lam,16,Diploma,Diploma in Computer Science,Semester 6,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Career Growth
S05304,Cassandra Mitchell,18,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Revision & Practice
S05305,Melissa Grant,19,Undergraduate,BTech Electronics,Semester 5,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Research Preparation
S05306,James Rodriguez,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Research Preparation
S05307,Lauren Trevino,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Research Preparation
S05308,Margaret White,17,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Competitive Exam Prep
S05309,Stacey Howe,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Grade Improvement
S05310,Diane Bishop,17,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Grade Improvement
S05311,David Baker,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Competitive Exam Prep
S05312,Allison Chavez,28,Postgraduate,MBA,Semester 4,Strategic Management; Financial Management; Marketing Management; Human Resource Management; Operations Management,Competitive Exam Prep
S05313,Austin Smith,21,Undergraduate,BBA,Semester 3,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Exam Preparation
S05314,Ashley Thomas,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Revision & Practice
S05315,Mrs. Olivia Petersen,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Exam Preparation
S05316,Joshua Martinez,18,Diploma,Diploma in Electronics Engineering,Semester 5,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Revision & Practice
S05317,Laura Clarke,20,Undergraduate,BTech Civil Engineering,Semester 7,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Exam Preparation
S05318,Joseph Patel,20,Undergraduate,MBBS,Year 2,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Grade Improvement
S05319,Lisa Beard,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Research Preparation
S05320,David Mendoza,17,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Grade Improvement
S05321,Nicole Wallace DDS,15,Diploma,Diploma in Electronics Engineering,Semester 2,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Concept Mastery
S05322,Marcus Brown,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Career Growth
S05323,Daniel Gallegos,18,Diploma,Diploma in Computer Science,Semester 5,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Research Preparation
S05324,Nicole Hardy,17,Diploma,Diploma in Electronics Engineering,Semester 3,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,College Admission Prep
S05325,Pedro Greene,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Skill Building
S05326,Yvette Marks,15,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Competitive Exam Prep
S05327,Ashley Lewis,26,Postgraduate,MTech Computer Science,Semester 1,Advanced Algorithms; Distributed Systems; Cloud Computing; Advanced DBMS; Advanced Operating Systems,Skill Building
S05328,Stephanie Peterson,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Career Growth
S05329,Mrs. Dawn Hawkins,18,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Research Preparation
S05330,Gary Greer,23,Undergraduate,BTech Civil Engineering,Semester 6,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Grade Improvement
S05331,Christopher Knox,19,Undergraduate,BTech Civil Engineering,Semester 7,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Career Growth
S05332,Eric Thomas,22,Undergraduate,MBBS,Year 3,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Career Growth
S05333,Brent Stewart,22,Undergraduate,LLB,Year 3,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Research Preparation
